AIRPORT,TOTAL_FLIGHTS,CANCELLED_COUNT,DIVERTED_COUNT,CANCELLATION_RATE,DIVERSION_RATE,AVG_DEP_DELAY,STD_DEP_DELAY,MEDIAN_DEP_DELAY,AVG_ARR_DELAY,STD_ARR_DELAY,AVG_TAXI_OUT,AVG_AIR_TIME,AVG_DISTANCE,TOTAL_AIR_SYSTEM_DELAY,TOTAL_AIRLINE_DELAY,TOTAL_WEATHER_DELAY,TOTAL_LATE_AIRCRAFT_DELAY,NUM_AIRLINES,NUM_DESTINATIONS,PCT_WEATHER_DELAY,PCT_AIRLINE_DELAY,IATA_CODE,AIRPORT_NAME,STATE,LATITUDE,LONGITUDE,Cluster
11973,288,5,2,1.7361111111111112,0.6944444444444444,0.28825622775800713,30.4806526016066,-5.0,-3.0711743772241995,32.292777637491696,13.814946619217082,65.31316725978648,400.1423487544484,401.0,808.0,0.0,482.0,2,4,0.0,47.78237729154347,0,0,0,0.0,0.0,0
11977,463,1,0,0.21598272138228944,0.0,1.7164502164502164,27.003890415399958,-5.0,1.7813852813852813,28.26105910703342,12.885281385281385,47.365800865800864,250.1861471861472,768.0,267.0,59.0,1994.0,4,4,1.910621761658031,8.646373056994818,0,0,0,0.0,0.0,0
11980,54,1,1,1.8518518518518516,1.8518518518518516,-4.173076923076923,12.764413081975222,-6.0,-11.76923076923077,17.6730828725554,9.576923076923077,84.67307692307692,561.0,54.0,4.0,0.0,87.0,1,1,0.0,2.7586206896551726,0,0,0,0.0,0.0,0
11982,349,9,0,2.5787965616045847,0.0,-0.8558823529411764,33.531209353288816,-8.0,-5.732352941176471,36.83866780673223,12.770588235294118,42.3,231.5705882352941,379.0,695.0,295.0,772.0,2,3,13.778608127043437,32.46146660439047,0,0,0,0.0,0.0,0
11986,880,5,1,0.5681818181818182,0.11363636363636363,1.7356979405034325,23.035356713218462,-4.0,-2.1464530892448512,24.68906881870357,13.262013729977117,62.9908466819222,383.7597254004577,996.0,1612.0,47.0,2122.0,6,9,0.9838810969227549,33.745028260414486,0,0,0,0.0,0.0,0
11995,565,4,0,0.7079646017699115,0.0,4.14795008912656,34.320826667080574,-3.0,-0.15508021390374332,36.392098534606134,16.114081996434937,64.88057040998217,392.903743315508,2187.0,1215.0,121.0,1106.0,5,7,2.613955497947721,26.247569669475045,0,0,0,0.0,0.0,0
11996,599,3,1,0.5008347245409015,0.1669449081803005,2.315966386554622,22.983986458711243,-3.0,-1.8739495798319328,25.269241967130977,12.847058823529412,76.66890756302521,467.9596638655462,1509.0,746.0,0.0,831.0,4,9,0.0,24.173687621516528,0,0,0,0.0,0.0,0
12003,180,0,0,0.0,0.0,-1.6277777777777778,33.3614085677796,-7.0,-3.3444444444444446,34.859866668690906,14.783333333333333,83.98333333333333,601.0777777777778,334.0,430.0,0.0,269.0,1,3,0.0,41.626331074540175,0,0,0,0.0,0.0,0
12007,83,0,0,0.0,0.0,-0.39759036144578314,15.867546077231875,-5.0,4.746987951807229,19.16541815385326,16.650602409638555,44.89156626506024,241.0,239.0,73.0,0.0,180.0,1,1,0.0,14.83739837398374,0,0,0,0.0,0.0,0
12016,29,2,0,6.896551724137931,0.0,-1.0740740740740742,5.574156893309074,-1.0,1.7037037037037037,14.346843166073464,12.37037037037037,424.037037037037,3801.0,83.0,12.0,0.0,0.0,1,1,0.0,12.631578947368421,0,0,0,0.0,0.0,0
